,year_month,passengers,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
192,2016-01-01,8517639,8406734.0,8056178.0,8917071.0,9239910.0,8069253.666666667,6823745.166666667,7422819.083333333,3369425.474329858,4867636.427083333,2204117.1721212775,2647.0,9239910.0
193,2016-02-01,3061,8517639.0,7744849.0,2647.0,7438471.0,8223074.0,6757173.166666667,7362629.833333333,3323426.3169901916,4886548.357512954,2214014.0762166292,2647.0,9239910.0
194,2016-03-01,7188151,3061.0,8406734.0,7814992.0,8005329.0,5642478.0,6757242.166666667,6743012.333333333,3323258.034443878,4861375.742268041,2235931.628718095,2647.0,9239910.0
195,2016-04-01,6838607,7188151.0,8517639.0,8056178.0,8014957.0,5236283.666666667,6652768.666666667,6674914.166666667,3293070.8846605,4873307.923076923,2236377.3604990155,2647.0,9239910.0
196,2016-05-01,6930320,6838607.0,3061.0,7744849.0,7870218.0,4676606.333333333,6449840.166666667,6576885.0,3226127.0132953213,4883334.959183673,2235048.478630022,2647.0,9239910.0
197,2016-06-01,6754191,6930320.0,7188151.0,8406734.0,7562473.0,6985692.666666667,6314085.333333333,6498560.166666667,3177505.7599556744,4893725.746192893,2234104.8632367863,2647.0,9239910.0
198,2016-07-01,7732460,6754191.0,6838607.0,8517639.0,8917071.0,6841039.333333333,6038661.5,6431203.333333333,3027939.203507217,4903122.035353536,2232346.264417554,2647.0,9239910.0
199,2016-08-01,7151903,7732460.0,6930320.0,3061.0,2647.0,7138990.333333333,5907798.333333333,6332485.75,2914204.934572565,4917339.814070351,2235716.4871218516,2647.0,9239910.0
200,2016-09-01,7048052,7151903.0,6754191.0,7188151.0,7814992.0,7212851.333333333,7099272.0,6928257.083333333,354166.19241145917,4928512.63,2235682.6349563976,2647.0,9239910.0
201,2016-10-01,7184376,7048052.0,7732460.0,6838607.0,8056178.0,7310805.0,7075922.166666667,6864345.416666667,351744.5614917126,4939057.60199005,2235091.9317363235,2647.0,9239910.0
202,2016-11-01,7169423,7184376.0,7151903.0,6930320.0,7744849.0,7128110.333333333,7133550.333333333,6791695.25,332908.06381627,4950173.039603961,2235115.1490971376,2647.0,9239910.0
203,2016-12-01,7553210,7169423.0,7048052.0,6754191.0,8406734.0,7133950.333333333,7173400.833333333,6743743.083333333,317677.44663258374,4961105.30541872,2235010.0168454167,2647.0,9239910.0
204,2017-01-01,8002961,7553210.0,7184376.0,7732460.0,8517639.0,7302336.333333333,7306570.666666667,6672616.083333333,270816.42939655524,4973811.700980392,2236872.5584424934,2647.0,9239910.0
205,2017-02-01,6482873,8002961.0,7169423.0,7151903.0,3061.0,7575198.0,7351654.166666667,6629726.25,362792.04303154146,4988588.03902439,2241390.4460030394,2647.0,9239910.0
206,2017-03-01,7375156,6482873.0,7553210.0,7048052.0,7188151.0,7346348.0,7240149.166666667,7169710.583333333,509582.2464048357,4995841.849514564,2238339.5403814116,2647.0,9239910.0
