,year_month,passengers,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
236,2019-09-01,701394,799378.0,697399.0,803600.0,756020.0,799086.6666666666,767311.8333333334,789714.6666666666,82348.428593183,493592.32627118647,132380.16272622097,543.0,939126.0
237,2019-10-01,670359,701394.0,900483.0,713294.0,762477.0,800418.3333333334,750277.5,785162.5,83897.12402400874,494469.12658227846,132787.2421129003,543.0,939126.0
238,2019-11-01,672570,670359.0,799378.0,689717.0,745574.0,723710.3333333334,743121.6666666666,777486.0,89337.10177001813,495208.1596638655,132996.396841709,543.0,939126.0
239,2019-12-01,765352,672570.0,701394.0,697399.0,868348.0,681441.0,740263.8333333334,771402.3333333334,91631.9428396374,495950.25941422593,133211.6445657331,543.0,939126.0
240,2020-01-01,860894,765352.0,670359.0,900483.0,939126.0,702760.3333333334,751589.3333333334,762819.3333333334,89447.73357814366,497072.76666666666,134065.2802242646,543.0,939126.0
241,2020-02-01,754724,860894.0,672570.0,799378.0,801160.0,766272.0,744991.1666666666,756300.0,76839.38647963408,498582.39834024897,135822.84726178797,543.0,939126.0
242,2020-03-01,431584,754724.0,765352.0,701394.0,803600.0,793656.6666666666,737548.8333333334,752430.3333333334,72561.59731542972,499640.8347107438,136537.20499309062,543.0,939126.0
243,2020-04-01,9739,431584.0,860894.0,670359.0,713294.0,682400.6666666666,692580.5,721429.0,145945.42012101636,499360.76543209876,136324.73814642988,543.0,939126.0
244,2020-05-01,18014,9739.0,754724.0,672570.0,689717.0,398682.3333333333,582477.1666666666,662799.4166666666,316083.08504721784,497354.118852459,139608.2122169088,543.0,939126.0
245,2020-06-01,17365,18014.0,431584.0,765352.0,697399.0,153112.33333333334,473384.5,606824.1666666666,384353.29363685724,495397.6285714286,142647.81209973386,543.0,939126.0
246,2020-07-01,26537,17365.0,9739.0,860894.0,900483.0,15039.333333333334,348720.0,550154.6666666666,391943.5187906548,493454.40650406503,145582.50981033017,543.0,939126.0
247,2020-09-01,26969,26537.0,18014.0,754724.0,799378.0,20638.666666666668,209660.5,477325.8333333333,314182.43795015104,491564.05263157893,148292.78719013665,543.0,939126.0
248,2020-10-01,36579,26969.0,17365.0,431584.0,701394.0,23623.666666666668,88368.0,412958.4166666667,168263.93754099726,489690.68548387097,150904.1963025632,543.0,939126.0
249,2020-11-01,38922,36579.0,26537.0,9739.0,670359.0,30028.333333333332,22533.833333333332,357557.1666666667,9421.424996642652,487870.9598393574,153312.72786910983,543.0,939126.0
250,2020-12-01,55231,38922.0,26969.0,18014.0,672570.0,34156.666666666664,27397.666666666668,304937.4166666667,9019.304223018402,486075.164,155616.88996923142,543.0,939126.0
251,2021-01-01,68747,55231.0,36579.0,17365.0,765352.0,43577.333333333336,33600.5,253492.5,13134.15120594719,484358.65338645416,157668.31818159085,543.0,939126.0
252,2021-02-01,29631,68747.0,38922.0,26537.0,860894.0,54300.0,42164.166666666664,195442.08333333334,16698.48089400174,482709.40079365077,159517.10292331004,543.0,939126.0
