,year_month,cargo,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
133,2011-02-01,30018492.0,26660283.0,36211343.0,29220109.0,20360178.0,33450576.666666668,33084792.5,29567031.5,4261217.394618625,22730242.78195489,4534675.503376583,14073391.0,38659072.0
134,2011-03-01,33474025.0,30018492.0,37480104.0,33558341.0,26952615.0,31386293.0,33217856.333333332,30371891.0,4126743.3339058417,22784632.701492537,4561258.386366737,14073391.0,38659072.0
135,2011-04-01,32510463.0,33474025.0,26660283.0,35378575.0,25370284.0,30050933.333333332,33203803.666666668,30915341.833333332,4125495.374681337,22863813.385185186,4636400.509127175,14073391.0,38659072.0
136,2011-05-01,35185885.0,32510463.0,30018492.0,36211343.0,28679330.0,32000993.333333332,32725785.0,31510356.75,3986944.7020559562,22934744.63235294,4692678.061233417,14073391.0,38659072.0
137,2011-06-01,32149309.0,35185885.0,33474025.0,37480104.0,26082359.0,33723457.666666664,32554875.333333332,32052569.666666668,3826391.43423502,23024169.01459854,4791122.755258587,14073391.0,38659072.0
138,2011-07-01,34017918.0,32149309.0,32510463.0,26660283.0,28850857.0,33281885.666666668,31666409.5,32558148.833333332,2979152.042098896,23090293.217391305,4836392.887293738,14073391.0,38659072.0
139,2011-08-01,32573189.0,34017918.0,35185885.0,30018492.0,29220109.0,33784370.666666664,32892682.0,32988737.25,1778907.4554760987,23168909.22302158,4907166.654337083,14073391.0,38659072.0
140,2011-09-01,34152855.0,32573189.0,32149309.0,33474025.0,33558341.0,32913472.0,33318464.833333332,33268160.583333332,1146814.7339237442,23236082.65,4953661.556561813,14073391.0,38659072.0
141,2011-10-01,34730374.0,34152855.0,34017918.0,32510463.0,35378575.0,33581320.666666664,33431603.166666668,33317703.416666668,1197591.4545188525,23313506.567375887,5020827.145016265,14073391.0,38659072.0
142,2011-11-01,36544006.0,34730374.0,32573189.0,35185885.0,36211343.0,33818806.0,33801588.333333336,33263686.666666668,1199007.8222624979,23393907.04225352,5093902.397958266,14073391.0,38659072.0
143,2011-12-01,35386205.0,36544006.0,34152855.0,32149309.0,37480104.0,35142411.666666664,34027941.833333336,33291408.583333332,1580206.3627615678,23485865.776223775,5193686.245096877,14073391.0,38659072.0
144,2012-01-01,23537073.0,35386205.0,34730374.0,34017918.0,26660283.0,35553528.333333336,34567424.5,33116917.0,1345706.429070117,23568507.020833332,5269649.291134602,14073391.0,38659072.0
145,2012-02-01,26872776.0,23537073.0,36544006.0,32573189.0,30018492.0,31822428.0,32820617.0,32856649.5,4735257.271445263,23568290.234482758,5251320.669507566,14073391.0,38659072.0
146,2012-03-01,30803462.0,26872776.0,35386205.0,34152855.0,33474025.0,28598684.666666668,31870548.166666668,32594506.5,5329411.118529801,23590923.698630136,5240322.402341574,14073391.0,38659072.0
147,2012-04-01,29830442.0,30803462.0,23537073.0,34730374.0,32510463.0,27071103.666666668,31312316.0,32371959.583333332,5216763.821484515,23639988.585034013,5256117.612504655,14073391.0,38659072.0
148,2012-05-01,27625564.0,29830442.0,26872776.0,36544006.0,35185885.0,29168893.333333332,30495660.666666668,32148624.5,4951452.277978456,23681815.972972974,5262866.673788405,14073391.0,38659072.0
149,2012-06-01,31466326.0,27625564.0,30803462.0,35386205.0,32149309.0,29419822.666666668,29009253.666666668,31518597.75,4024498.410792396,23708284.080536913,5254997.821884993,14073391.0,38659072.0
150,2012-07-01,31133958.0,31466326.0,29830442.0,23537073.0,34017918.0,29640777.333333332,28355940.5,31461682.5,2959517.6929169716,23760004.36,5275501.361914282,14073391.0,38659072.0
151,2012-08-01,31295371.0,31133958.0,27625564.0,26872776.0,32573189.0,30075282.666666668,29622088.0,31221352.5,1932399.812184587,23808838.490066227,5292020.011292517,14073391.0,38659072.0
152,2012-09-01,32439184.0,31295371.0,31466326.0,30803462.0,34152855.0,31298551.666666668,30359187.166666668,31114867.666666668,1459596.76667193,23858091.99342105,5309307.584503154,14073391.0,38659072.0
153,2012-10-01,34611104.0,32439184.0,31133958.0,29830442.0,34730374.0,31622837.666666668,30631807.5,30972061.75,1693232.9567226332,23914177.562091503,5337093.794266098,14073391.0,38659072.0
154,2012-11-01,38147669.0,34611104.0,31295371.0,27625564.0,36544006.0,32781886.333333332,31428584.5,30962122.583333332,2267980.6733129863,23983638.123376623,5389008.352374536,14073391.0,38659072.0
155,2012-12-01,37706915.0,38147669.0,32439184.0,31466326.0,35386205.0,35065985.666666664,33182268.666666668,31095761.166666668,2754972.3892925493,24075018.967741936,5490642.178473571,14073391.0,38659072.0
156,2013-01-01,28077358.0,37706915.0,34611104.0,31133958.0,23537073.0,36821896.0,34222366.833333336,31289153.666666668,3130064.0363245187,24162402.916666668,5580668.659474733,14073391.0,38659072.0
157,2013-02-01,27565442.0,28077358.0,38147669.0,31295371.0,26872776.0,34643980.666666664,33712933.5,31667510.75,3889787.523007588,24187338.93630573,5571520.971714913,14073391.0,38659072.0
158,2013-03-01,32583120.0,27565442.0,37706915.0,32439184.0,30803462.0,31116571.666666668,33091278.666666668,31725232.916666668,4588693.709130161,24208719.33544304,5560247.509432459,14073391.0,38659072.0
159,2013-04-01,32444794.0,32583120.0,28077358.0,34611104.0,29830442.0,29408640.0,33115268.0,31873537.75,4584977.527285914,24261388.52201258,5582271.233191563,14073391.0,38659072.0
160,2013-05-01,33560485.0,32444794.0,27565442.0,38147669.0,27625564.0,30864452.0,32754216.333333332,32091400.416666668,4528574.937844084,24312534.80625,5602170.7436608495,14073391.0,38659072.0
161,2013-06-01,31158462.0,33560485.0,32583120.0,37706915.0,31466326.0,32862799.666666668,31989685.666666668,32585977.166666668,3757489.8400921873,24369975.49068323,5631995.529859369,14073391.0,38659072.0
162,2013-07-01,30848178.0,31158462.0,32444794.0,28077358.0,31133958.0,32387913.666666668,30898276.833333332,32560321.833333332,2508020.3977325233,24411879.728395063,5639754.006832957,14073391.0,38659072.0
163,2013-08-01,32713155.0,30848178.0,33560485.0,27565442.0,31295371.0,31855708.333333332,31360080.166666668,32536506.833333332,2107898.6927265655,24451366.220858894,5644876.763337632,14073391.0,38659072.0
164,2013-09-01,30414782.0,32713155.0,31158462.0,32583120.0,32439184.0,31573265.0,32218032.333333332,32654655.5,1022861.2477692135,24501742.981707316,5664392.931341658,14073391.0,38659072.0
165,2013-10-01,33825203.0,30414782.0,30848178.0,32444794.0,34611104.0,31325371.666666668,31856642.666666668,32485955.333333332,1230124.6663825675,24537579.581818182,5665828.106632301,14073391.0,38659072.0
166,2013-11-01,36772092.0,33825203.0,32713155.0,33560485.0,38147669.0,32317713.333333332,32086710.833333332,32420463.583333332,1468179.355624204,24593529.120481927,5694443.886686644,14073391.0,38659072.0
167,2013-12-01,32170938.0,36772092.0,30414782.0,31158462.0,37706915.0,33670692.333333336,32621978.666666668,32305832.166666668,2401644.002079316,24666454.64670659,5754952.456115308,14073391.0,38659072.0
168,2014-01-01,26115163.0,32170938.0,33825203.0,30848178.0,28077358.0,34256077.666666664,32790724.666666668,31844500.75,2312149.4302011575,24711124.19047619,5766834.434382983,14073391.0,38659072.0
169,2014-02-01,28843573.0,26115163.0,36772092.0,32713155.0,27565442.0,31686064.333333332,32001888.833333332,31680984.5,3571728.9684265107,24719432.112426035,5750659.909887024,14073391.0,38659072.0
170,2014-03-01,30441424.0,28843573.0,32170938.0,30414782.0,32583120.0,29043224.666666668,31356958.5,31787495.416666668,3761906.1033897293,24743691.76470588,5742339.124494953,14073391.0,38659072.0
171,2014-04-01,31736504.0,30441424.0,26115163.0,33825203.0,32444794.0,28466720.0,31361398.833333332,31609020.75,3760587.087617619,24777011.83625731,5741980.5000378685,14073391.0,38659072.0
172,2014-05-01,32808330.0,31736504.0,28843573.0,36772092.0,33560485.0,30340500.333333332,31013282.333333332,31549996.583333332,3579199.311207033,24817474.0,5749706.7027888615,14073391.0,38659072.0
173,2014-06-01,23406164.0,32808330.0,30441424.0,32170938.0,31158462.0,31662086.0,30352655.333333332,31487317.0,2509704.273282524,24863663.919075146,5765068.944284605,14073391.0,38659072.0
174,2014-07-01,29813409.0,23406164.0,31736504.0,26115163.0,30848178.0,29316999.333333332,28891859.666666668,30841292.166666668,3567551.6480164807,24855287.48275862,5749444.570169883,14073391.0,38659072.0
175,2014-08-01,32122496.0,29813409.0,32808330.0,28843573.0,32713155.0,28675967.666666668,29508234.0,30755061.416666668,3301418.7461956986,24883619.605714284,5745137.884660842,14073391.0,38659072.0
176,2014-09-01,32958149.0,32122496.0,23406164.0,30441424.0,30414782.0,28447356.333333332,30054721.166666668,30705839.833333332,3437950.8695848584,24924749.585227273,5754627.264687142,14073391.0,38659072.0
177,2014-10-01,35299123.0,32958149.0,29813409.0,31736504.0,33825203.0,31631351.333333332,30474175.333333332,30917787.083333332,3642038.830733651,24970136.02259887,5769938.019591363,14073391.0,38659072.0
178,2014-11-01,36016563.0,35299123.0,32122496.0,32808330.0,36772092.0,33459922.666666668,31067945.166666668,31040613.75,4144719.649297932,25028164.039325844,5805468.45136188,14073391.0,38659072.0
179,2014-12-01,33518095.0,36016563.0,32958149.0,23406164.0,32170938.0,34757945.0,31602650.666666668,30977653.0,4596475.260855607,25089551.74301676,5847107.936079271,14073391.0,38659072.0
180,2015-01-01,25722551.0,33518095.0,35299123.0,29813409.0,26115163.0,34944593.666666664,33287972.5,31089916.083333332,2239758.8863126007,25136376.983333334,5864498.411328056,14073391.0,38659072.0
181,2015-02-01,24133429.0,25722551.0,36016563.0,32122496.0,28843573.0,31752403.0,32606162.833333332,31057198.416666668,3673048.4279914154,25139615.513812155,5848347.749095656,14073391.0,38659072.0
182,2015-03-01,30611391.0,24133429.0,33518095.0,32958149.0,30441424.0,27791358.333333332,31274651.666666668,30664686.416666668,5066994.708008846,25134087.016483516,5832646.5944755385,14073391.0,38659072.0
